,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,DroppedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallForwardingCalls,CallWaitingCalls,MonthsInService,Age,CreditRating,PrizmCode,Occupation,MaritalStatus
253,No,58,410,50,0,0,0,0,88,17,8,108,6,0,1,49,42,1-Highest,Suburban,Other,Yes
254,Yes,87,196,7,42,0,2,0,33,4,0,121,14,0,1,53,32,1-Highest,Suburban,Other,Yes
255,No,30,51,30,0,0,0,0,10,1,0,9,6,0,0,49,54,1-Highest,Suburban,Other,Yes
256,Yes,77,655,85,37,0,4,0,166,36,14,236,62,0,6,51,42,1-Highest,Town,Professional,Yes
257,No,51,509,60,0,0,0,0,26,25,3,82,34,0,0,47,76,1-Highest,Other,Professional,Yes
258,No,93,1804,75,26,0,17,0,600,54,1,493,66,0,21,49,50,4-Medium,Suburban,Other,Yes
259,Yes,63,381,50,0,0,4,0,109,34,22,85,20,0,0,47,46,1-Highest,Other,Other,No
260,No,84,781,80,0,0,7,0,175,9,6,230,66,0,3,51,55,3-Good,Other,Other,Unknown
261,Yes,72,493,50,7,0,2,0,144,47,25,110,98,0,1,47,40,1-Highest,Suburban,Professional,No
262,Yes,42,64,52,0,0,0,0,19,3,6,16,10,0,0,51,34,1-Highest,Other,Clerical,Yes
263,No,40,835,50,28,0,14,20,438,1,1,329,66,0,7,51,54,1-Highest,Suburban,Professional,Unknown
264,No,117,1410,81,0,0,12,1,219,42,7,443,78,0,11,53,56,1-Highest,Suburban,Professional,Yes
265,No,332,2935,200,470,34,22,0,762,79,29,746,112,0,64,49,60,1-Highest,Suburban,Other,Unknown
266,No,56,604,50,20,0,4,0,150,53,3,162,96,0,1,47,26,1-Highest,Other,Other,No
267,No,88,454,85,0,0,9,0,92,18,19,109,22,0,1,53,50,3-Good,Rural,Other,Yes
268,No,50,306,50,0,0,1,0,64,18,8,91,32,0,2,49,46,6-VeryLow,Suburban,Self,Yes
269,No,75,805,75,0,0,3,0,274,21,55,163,35,0,5,47,58,1-Highest,Other,Other,No
270,No,93,1032,75,0,0,19,2,340,63,25,269,100,0,8,51,38,1-Highest,Suburban,Clerical,No
271,No,79,832,75,0,0,9,0,243,1,0,260,88,0,1,49,56,1-Highest,Suburban,Professional,Yes
272,Yes,129,928,100,0,18,32,0,163,70,17,326,58,0,4,49,22,4-Medium,Other,Other,Unknown
273,No,34,308,30,0,0,7,1,177,34,11,65,52,0,0,53,40,3-Good,Other,Other,No
274,No,84,1269,75,0,5,14,0,586,50,13,327,43,0,13,49,56,1-Highest,Other,Other,Yes
275,No,108,1314,75,0,0,26,0,324,86,0,426,27,0,12,53,38,1-Highest,Suburban,Professional,Yes
276,No,113,1859,75,120,0,6,0,486,50,64,657,30,0,30,47,34,1-Highest,Suburban,Other,No
277,No,131,2982,80,215,0,36,3,1147,113,97,617,390,0,85,49,27,1-Highest,Suburban,Other,Unknown
278,Yes,48,49,60,13,0,1,0,0,3,0,12,8,0,0,49,44,1-Highest,Town,Other,Yes
279,No,58,785,58,10,0,0,0,276,22,12,218,103,0,6,53,46,1-Highest,Other,Clerical,Yes
280,No,142,1128,60,250,17,28,0,234,15,0,193,83,0,0,53,38,1-Highest,Other,Professional,No
281,No,30,204,30,0,0,1,0,11,8,5,45,32,0,0,47,31,1-Highest,Suburban,Other,Unknown
282,No,71,712,60,69,0,4,0,210,27,9,93,99,0,2,51,38,3-Good,Other,Other,No
283,No,78,1273,75,0,0,6,1,442,133,22,419,147,0,7,49,36,3-Good,Rural,Professional,Yes
284,No,57,384,50,0,6,1,0,88,5,0,94,41,0,0,47,62,3-Good,Other,Other,Yes
285,No,63,974,45,62,0,7,0,225,58,13,220,81,0,8,49,42,3-Good,Suburban,Other,Unknown
286,No,49,514,60,0,0,8,0,52,23,0,69,27,0,1,53,52,1-Highest,Suburban,Other,No
287,No,48,7,48,0,0,0,0,0,1,0,2,1,0,0,53,38,1-Highest,Town,Other,Yes
288,No,83,827,80,0,0,2,0,262,9,1,306,49,0,1,53,38,3-Good,Other,Other,No
289,Yes,50,0,50,0,0,0,0,0,0,0,0,0,0,0,51,38,1-Highest,Town,Other,Unknown
290,Yes,84,1038,50,316,0,8,0,376,154,78,449,44,0,11,49,40,1-Highest,Other,Other,Unknown
291,No,84,1643,80,0,0,9,1,628,58,14,692,124,0,23,51,41,1-Highest,Suburban,Other,Unknown
292,No,75,778,95,0,0,11,0,233,34,6,300,27,0,6,53,62,1-Highest,Town,Self,Yes
293,No,50,675,50,21,0,2,9,96,18,14,77,128,0,2,47,54,2-High,Other,Professional,No
294,No,100,2487,80,92,0,22,2,725,101,25,348,512,0,31,51,44,5-Low,Other,Other,Unknown
295,Yes,95,894,52,30,28,9,1,119,71,21,182,130,0,4,47,45,3-Good,Other,Other,Unknown
296,No,104,1005,105,2,3,5,0,185,19,1,233,36,0,1,51,42,1-Highest,Other,Other,Unknown
297,No,95,815,95,0,0,9,1,183,16,12,208,61,0,3,47,42,1-Highest,Other,Other,Unknown
298,No,79,596,75,8,0,8,0,121,33,5,240,31,0,3,53,50,1-Highest,Suburban,Other,Yes
299,Yes,55,144,55,0,0,7,0,44,12,0,44,27,0,1,51,80,1-Highest,Other,Other,No
300,No,349,3252,207,668,1,65,0,339,385,6,789,228,0,3,47,52,1-Highest,Other,Other,Yes
301,No,93,2008,80,118,0,8,0,572,138,109,891,81,0,24,47,34,1-Highest,Suburban,Other,Unknown
302,No,300,4830,80,1887,0,9,0,1382,197,281,1921,235,0,170,51,34,1-Highest,Suburban,Other,Unknown
303,No,163,1054,31,360,0,10,0,236,61,3,235,177,0,17,49,46,1-Highest,Other,Clerical,Yes
304,No,39,214,40,0,0,0,0,12,2,0,11,30,0,0,53,50,1-Highest,Suburban,Self,Yes
305,Yes,33,323,25,36,0,1,1,59,13,2,75,28,0,1,47,34,3-Good,Other,Other,Yes
306,No,84,852,80,0,0,2,0,303,94,85,328,65,0,4,51,42,6-VeryLow,Suburban,Other,Unknown
307,Yes,93,1218,115,11,0,7,0,297,35,6,164,107,0,2,49,46,1-Highest,Suburban,Professional,Yes
308,No,109,1638,83,19,0,24,0,455,62,11,399,116,0,14,49,42,1-Highest,Town,Professional,No
309,No,144,1333,92,164,1,6,0,454,58,14,239,12,0,1,53,59,1-Highest,Town,Other,Yes
310,No,150,1141,75,0,0,15,0,200,70,19,242,71,0,3,53,40,1-Highest,Town,Professional,Yes
311,No,102,1656,85,102,0,11,0,266,67,15,262,186,0,5,51,34,1-Highest,Other,Professional,Yes
312,No,78,524,75,0,0,0,0,108,17,6,150,9,0,0,53,62,1-Highest,Suburban,Other,Unknown
313,Yes,69,415,55,0,0,6,0,55,25,4,117,42,0,1,47,38,1-Highest,Other,Other,No
314,Yes,89,1615,55,348,0,7,0,871,55,15,541,148,0,12,51,50,1-Highest,Suburban,Other,Yes
315,No,276,1680,101,700,0,13,0,432,40,2,357,22,0,4,53,34,1-Highest,Rural,Professional,Yes
316,Yes,5,0,5,0,0,0,0,0,0,0,0,0,0,0,47,32,1-Highest,Town,Other,Yes
317,No,12,126,30,0,0,0,0,36,10,4,40,15,0,0,47,28,1-Highest,Suburban,Professional,Yes
318,No,40,420,40,0,0,0,0,0,0,0,0,0,0,0,53,23,1-Highest,Suburban,Other,Unknown
319,Yes,53,77,30,0,23,0,0,0,0,0,3,0,0,0,53,58,1-Highest,Other,Other,Yes
320,No,43,477,30,38,0,4,0,139,8,0,75,78,0,2,47,25,3-Good,Suburban,Other,Unknown
321,No,97,794,80,5,0,7,0,99,102,10,244,42,0,4,51,26,6-VeryLow,Suburban,Other,Unknown
322,Yes,34,419,45,0,0,0,1,9,4,2,37,39,0,0,53,27,1-Highest,Suburban,Other,No
323,No,92,930,80,0,0,5,1,207,42,1,154,37,0,2,49,54,3-Good,Other,Other,Unknown
324,Yes,30,94,30,0,0,0,0,10,8,0,23,9,0,0,53,44,1-Highest,Other,Other,Yes
325,No,51,312,60,0,0,4,0,52,10,0,132,9,0,1,47,38,1-Highest,Suburban,Other,Yes
326,No,180,1412,75,389,1,18,1,360,84,6,527,62,0,0,47,34,1-Highest,Suburban,Other,Yes
327,No,25,16,25,0,0,0,0,0,1,0,3,3,0,0,53,60,1-Highest,Town,Professional,No
328,No,25,2,17,0,0,0,0,0,0,0,1,0,0,0,47,74,1-Highest,Suburban,Retired,Yes
329,No,236,1494,70,650,0,5,0,349,122,24,295,145,0,0,47,34,1-Highest,Suburban,Other,Yes
330,No,84,1065,85,30,0,12,0,359,40,8,345,62,0,6,53,38,1-Highest,Town,Professional,Unknown
331,No,110,2119,91,8,3,38,0,529,224,184,726,233,0,13,47,52,1-Highest,Rural,Other,Yes
332,No,81,995,75,22,0,10,2,324,39,5,267,78,0,0,49,54,6-VeryLow,Suburban,Other,Unknown
333,No,195,2571,160,216,0,0,0,0,0,0,0,0,0,0,47,34,6-VeryLow,Other,Other,No
334,No,101,984,85,86,0,29,0,257,24,27,146,46,0,0,49,56,3-Good,Suburban,Other,No
335,No,85,1023,85,18,0,0,0,0,0,0,0,0,0,0,51,48,1-Highest,Other,Self,No
336,No,20,8,20,0,0,0,0,0,0,0,2,2,0,0,47,68,3-Good,Suburban,Retired,Unknown
337,Yes,88,560,75,103,0,2,0,8,8,1,100,16,0,1,51,32,1-Highest,Town,Other,Yes
338,No,559,6336,75,4321,0,78,0,807,285,36,2090,243,0,146,51,40,1-Highest,Suburban,Clerical,Yes
339,Yes,83,1059,55,209,0,3,2,476,32,62,195,68,0,5,47,30,4-Medium,Other,Other,No
340,No,30,119,30,0,0,3,0,1,4,0,27,12,0,0,49,36,1-Highest,Town,Crafts,No
341,No,74,264,55,0,0,3,0,62,11,3,34,25,0,1,53,46,3-Good,Town,Other,Yes
342,Yes,20,26,20,0,0,0,0,1,0,0,2,0,0,0,47,47,4-Medium,Town,Other,Unknown
343,No,75,411,50,0,6,7,0,20,8,0,58,19,0,0,49,48,1-Highest,Suburban,Other,Unknown
344,No,41,220,45,17,0,1,0,42,4,0,37,2,0,0,51,49,1-Highest,Suburban,Other,Unknown
345,No,96,750,90,0,0,2,0,195,44,38,188,87,0,3,51,34,1-Highest,Other,Other,No
346,No,126,395,35,127,0,8,0,117,20,1,143,8,0,1,49,42,2-High,Suburban,Other,Unknown
347,No,77,1567,55,184,0,24,0,775,17,62,500,205,0,37,49,52,1-Highest,Suburban,Other,Unknown
348,No,91,934,75,48,0,48,6,282,41,1,266,49,0,5,47,52,1-Highest,Suburban,Professional,Yes
349,No,20,0,17,0,0,0,0,0,0,0,0,0,0,0,49,82,3-Good,Rural,Crafts,No
350,No,64,637,50,90,0,1,0,37,5,0,199,18,0,0,51,38,1-Highest,Other,Other,No
351,No,62,765,50,121,0,11,2,270,27,94,263,48,0,4,49,48,1-Highest,Other,Other,Unknown
352,No,56,166,70,2,0,0,0,26,11,3,54,21,0,0,47,38,1-Highest,Suburban,Self,Yes
353,Yes,23,67,24,0,0,0,0,6,3,0,23,14,0,0,53,30,3-Good,Suburban,Professional,No
354,No,109,2221,62,170,0,0,0,0,0,0,0,0,0,0,49,72,3-Good,Suburban,Other,Yes
355,No,54,191,52,1,0,0,0,39,20,1,33,32,0,0,47,42,6-VeryLow,Other,Other,Unknown
356,No,219,3142,75,992,0,44,0,987,187,34,971,112,0,2,53,34,1-Highest,Town,Professional,Yes
357,No,54,292,55,0,0,1,0,54,8,2,84,0,0,0,51,62,1-Highest,Suburban,Other,No
358,Yes,35,0,35,0,0,0,0,0,0,0,0,0,0,0,53,42,4-Medium,Other,Other,No
359,Yes,30,131,30,0,0,2,0,23,4,0,37,12,0,0,51,54,1-Highest,Suburban,Professional,Yes
360,No,155,2777,85,176,0,25,9,1148,207,77,294,363,0,20,51,34,3-Good,Suburban,Other,No
361,Yes,5,0,5,0,0,0,0,0,0,0,0,0,0,0,53,44,1-Highest,Suburban,Self,Yes
362,No,64,545,50,7,0,10,0,169,12,2,145,59,0,5,53,22,1-Highest,Other,Other,Unknown
363,No,69,682,55,4,0,4,0,142,19,2,163,150,0,5,51,30,1-Highest,Suburban,Other,No
364,No,31,377,30,6,0,0,0,71,17,1,49,27,0,0,53,30,2-High,Other,Clerical,Unknown
365,No,131,1038,70,170,0,15,0,187,33,4,265,38,0,1,51,26,1-Highest,Other,Other,No
366,Yes,36,39,25,18,0,1,0,0,0,0,6,8,0,0,51,26,1-Highest,Other,Other,Unknown
367,No,312,2468,300,0,0,0,0,0,0,0,0,0,0,0,53,30,3-Good,Other,Other,Unknown
368,No,100,503,56,105,0,4,0,63,21,0,168,22,0,5,47,28,1-Highest,Suburban,Other,No
369,No,93,1222,60,145,0,2,2,704,60,14,175,102,0,0,53,29,4-Medium,Other,Other,No
370,No,29,149,30,0,0,4,0,33,2,1,51,25,0,0,51,46,3-Good,Other,Other,Yes
371,Yes,124,2075,80,134,0,49,1,417,134,63,453,261,0,30,46,36,1-Highest,Other,Professional,Unknown
372,No,31,8,30,0,0,0,0,0,1,0,1,1,0,0,53,56,4-Medium,Suburban,Professional,No
373,Yes,68,1202,55,124,0,8,0,455,26,49,442,168,0,19,46,40,1-Highest,Suburban,Other,Unknown
374,No,108,2021,75,218,0,0,0,0,0,0,0,0,0,0,46,52,4-Medium,Other,Professional,No
375,Yes,72,690,55,13,7,5,0,119,27,0,159,45,0,3,50,46,3-Good,Suburban,Other,Yes
376,No,103,746,38,162,0,2,0,508,27,0,81,36,0,2,52,34,4-Medium,Other,Other,No
377,No,177,1791,121,0,0,16,7,443,87,57,648,142,0,21,46,46,3-Good,Other,Other,No
378,Yes,226,2628,75,807,0,24,1,577,114,34,483,154,0,29,50,42,2-High,Rural,Other,Unknown
379,No,85,688,80,0,0,2,1,129,33,4,301,62,0,4,48,48,4-Medium,Other,Professional,Yes
380,No,255,1943,99,643,0,23,11,577,77,5,227,103,0,3,50,40,6-VeryLow,Town,Other,Unknown
381,Yes,84,1199,75,0,0,35,0,270,31,6,291,66,0,14,50,60,1-Highest,Suburban,Other,Unknown
382,No,265,2613,55,962,0,55,9,1041,119,67,694,246,0,68,46,24,1-Highest,Other,Other,Unknown
383,Yes,41,36,42,0,0,1,0,1,6,0,15,4,0,0,52,46,4-Medium,Other,Other,No
384,No,21,186,20,2,0,5,0,73,12,1,47,16,0,0,52,44,4-Medium,Other,Other,Unknown
385,Yes,358,2326,150,808,1,21,0,669,99,4,402,188,0,12,46,40,1-Highest,Town,Other,Yes
386,No,30,148,30,0,0,0,0,22,16,6,47,23,0,0,46,44,1-Highest,Suburban,Crafts,No
387,Yes,80,297,30,108,2,3,0,40,17,3,45,27,0,0,50,47,1-Highest,Town,Other,Unknown
388,Yes,64,575,50,57,0,6,0,25,18,0,239,26,0,0,48,48,1-Highest,Other,Other,Yes
389,No,215,2912,75,978,0,43,0,1025,136,24,556,184,0,24,48,49,1-Highest,Suburban,Other,No
390,No,80,438,85,0,0,20,0,42,36,9,124,61,0,0,52,32,1-Highest,Other,Clerical,No
391,Yes,50,40,50,0,0,0,0,0,0,0,0,0,0,0,52,48,1-Highest,Town,Other,Yes
392,No,33,172,40,0,0,1,0,4,0,0,35,7,0,0,52,54,1-Highest,Suburban,Professional,Yes
393,No,58,735,55,0,0,2,0,296,13,11,216,113,0,3,46,50,6-VeryLow,Other,Other,Unknown
394,No,128,842,100,132,0,3,0,45,5,1,287,26,0,0,46,38,1-Highest,Suburban,Other,Yes
395,No,7,0,8,0,0,0,0,0,0,0,0,0,0,0,48,42,3-Good,Town,Professional,Yes
396,No,62,461,70,29,0,9,1,51,26,0,123,21,2,1,50,46,1-Highest,Suburban,Other,No
397,No,79,680,50,113,0,9,0,119,41,6,194,77,0,3,46,57,1-Highest,Other,Other,Unknown
398,No,131,1262,80,0,0,9,0,373,60,2,304,44,0,12,50,44,1-Highest,Suburban,Professional,Yes
399,No,20,465,9,8,0,10,0,140,42,34,115,75,0,0,48,59,1-Highest,Other,Other,Unknown
400,No,38,366,32,16,1,3,0,120,13,14,109,42,0,1,50,42,1-Highest,Other,Other,Yes
401,No,71,455,50,32,0,34,0,6,3,0,55,43,0,0,50,64,3-Good,Suburban,Retired,Yes
402,No,96,981,50,61,8,3,0,277,87,32,86,191,0,1,46,30,3-Good,Other,Other,No
403,No,85,1344,79,0,0,9,0,607,132,6,524,52,0,13,52,63,1-Highest,Other,Other,Unknown
404,No,71,2584,63,0,0,5,0,806,172,183,870,249,0,38,48,42,3-Good,Other,Other,Unknown
405,No,82,868,75,2,0,15,0,200,35,30,175,106,0,7,52,30,1-Highest,Town,Other,Yes
406,Yes,106,969,67,112,0,18,0,463,13,5,434,127,0,9,52,40,3-Good,Suburban,Other,Yes
407,Yes,36,328,30,19,0,2,0,183,14,34,85,39,0,1,46,38,1-Highest,Other,Other,No
408,No,55,358,55,0,0,3,0,104,28,13,138,35,0,0,48,60,2-High,Suburban,Other,No
409,Yes,64,842,55,7,0,9,0,295,66,62,215,120,0,4,48,32,1-Highest,Suburban,Other,No
410,No,95,818,30,151,0,2,0,167,29,2,90,77,0,0,48,48,1-Highest,Town,Professional,Yes
411,No,140,2072,110,0,28,10,0,672,61,63,749,146,0,26,52,26,2-High,Rural,Other,Unknown
412,No,112,938,95,0,22,14,0,149,26,0,298,70,0,6,48,38,3-Good,Suburban,Other,Yes
413,No,79,658,75,0,0,2,0,69,24,1,76,64,0,0,48,30,4-Medium,Suburban,Other,No
414,Yes,30,81,30,0,0,0,0,1,0,1,23,3,0,0,52,50,1-Highest,Suburban,Professional,Yes
415,No,43,82,45,0,0,0,0,3,1,0,10,7,0,0,48,38,1-Highest,Other,Other,Unknown
416,Yes,40,108,40,0,0,2,0,14,0,0,27,12,0,0,48,31,1-Highest,Other,Other,Unknown
417,Yes,58,598,73,14,0,1,0,12,3,0,24,26,0,0,48,32,4-Medium,Town,Other,Unknown
418,Yes,174,569,84,202,0,6,0,105,33,4,136,22,0,2,46,48,1-Highest,Town,Professional,Yes
419,No,217,1995,85,363,1,23,0,525,96,5,295,94,0,9,50,38,2-High,Other,Professional,Yes
420,No,69,457,40,76,4,2,0,141,34,10,173,46,0,1,46,54,3-Good,Other,Professional,No
421,No,62,430,50,0,1,1,0,23,17,0,59,21,23,1,48,28,1-Highest,Other,Other,Unknown
422,No,91,1072,75,0,8,15,0,320,33,7,182,95,0,5,48,52,1-Highest,Suburban,Other,No
423,Yes,26,33,25,3,0,2,0,1,7,0,8,13,0,0,46,58,1-Highest,Other,Professional,Yes
424,No,36,247,30,7,1,2,0,14,22,3,68,25,0,0,52,62,1-Highest,Town,Self,Yes
425,No,57,187,65,0,0,1,0,63,38,6,61,24,0,0,52,42,1-Highest,Suburban,Crafts,Yes
426,Yes,102,282,45,41,5,1,0,34,9,0,29,10,0,0,46,26,1-Highest,Suburban,Other,No
427,No,37,148,45,0,2,0,0,49,11,0,79,16,0,0,52,48,1-Highest,Suburban,Professional,Yes
428,No,12,240,9,4,0,2,0,39,21,13,67,44,0,0,50,43,5-Low,Suburban,Other,Unknown
429,Yes,53,69,60,0,0,1,0,3,6,0,41,7,0,0,50,60,1-Highest,Suburban,Professional,Yes
430,No,82,586,45,112,0,3,1,96,24,2,50,48,0,1,46,40,2-High,Town,Other,No
431,Yes,117,339,43,6,2,5,1,54,26,4,96,70,0,0,50,40,6-VeryLow,Other,Other,No
432,Yes,71,368,60,29,0,13,2,138,39,17,81,96,0,2,46,30,6-VeryLow,Other,Other,Unknown
433,No,37,116,30,3,0,0,0,0,0,0,4,9,0,0,50,46,3-Good,Suburban,Professional,Yes
434,Yes,75,374,75,0,0,7,0,30,9,0,73,53,0,0,48,58,1-Highest,Other,Self,Yes
435,No,37,75,38,0,0,1,0,0,7,1,11,17,0,0,46,58,1-Highest,Other,Professional,No
436,No,59,533,50,41,0,3,0,54,19,2,203,16,0,1,46,38,1-Highest,Suburban,Clerical,Yes
437,Yes,156,1392,160,0,0,12,0,184,71,16,323,47,0,5,50,46,1-Highest,Suburban,Professional,Unknown
438,No,15,79,10,0,5,2,0,35,0,0,40,5,0,0,52,48,1-Highest,Other,Other,No
439,No,64,411,22,78,0,2,3,273,19,14,98,51,0,4,50,54,1-Highest,Other,Other,Unknown
440,No,92,660,61,91,0,8,0,111,28,7,157,118,0,0,46,40,3-Good,Suburban,Other,Yes
441,Yes,44,196,40,4,0,2,0,7,2,0,64,36,0,0,48,56,1-Highest,Other,Other,Yes
442,Yes,50,1114,70,0,0,3,0,454,34,44,113,139,0,3,52,30,3-Good,Other,Other,Yes
443,No,118,185,120,0,0,3,0,37,22,7,56,8,0,0,48,48,1-Highest,Suburban,Professional,Yes
444,No,84,647,50,130,0,3,0,63,22,0,181,10,0,1,52,54,1-Highest,Town,Other,Yes
445,No,80,2445,75,4,0,4,0,665,119,301,712,682,0,58,46,60,3-Good,Other,Other,Unknown
446,No,60,514,50,20,3,4,0,228,16,7,110,7,0,1,46,48,1-Highest,Town,Professional,Yes
447,No,89,169,95,17,0,3,0,22,28,9,55,23,0,0,45,56,1-Highest,Town,Professional,Yes
448,No,102,1155,110,0,0,14,0,333,34,11,261,123,0,5,52,42,1-Highest,Suburban,Professional,Yes
449,No,17,0,17,0,0,0,0,0,0,0,0,0,0,0,45,74,1-Highest,Suburban,Retired,No
450,Yes,39,28,47,0,0,0,0,0,9,0,15,8,0,0,52,20,1-Highest,Other,Other,Unknown
451,No,28,96,30,0,0,3,0,3,1,0,9,3,0,0,45,58,1-Highest,Suburban,Professional,No
452,No,45,400,18,68,0,2,0,128,24,15,95,29,0,0,45,34,1-Highest,Town,Other,Yes
453,No,78,410,75,0,0,1,0,129,17,0,80,13,0,2,51,23,1-Highest,Other,Other,Unknown
454,Yes,79,565,40,158,0,6,0,75,42,4,145,85,0,1,49,56,1-Highest,Suburban,Other,Yes
455,No,77,644,78,0,0,24,0,88,19,17,101,34,0,0,47,32,1-Highest,Other,Other,Yes
456,Yes,36,84,10,69,0,1,0,0,0,0,12,20,0,0,49,52,4-Medium,Other,Other,No
457,No,51,353,53,8,0,11,0,70,29,0,111,17,0,0,49,52,1-Highest,Suburban,Other,Unknown
458,No,65,629,45,82,0,17,0,124,82,1,201,69,0,3,47,46,3-Good,Suburban,Crafts,Unknown
459,No,34,68,40,0,0,0,0,9,2,3,41,9,0,0,45,26,1-Highest,Other,Clerical,Yes
460,No,20,9,30,1,0,0,0,0,0,0,1,2,0,0,49,50,1-Highest,Other,Other,No
461,No,52,662,57,0,5,1,0,152,21,6,87,26,0,1,49,34,1-Highest,Suburban,Other,Unknown
462,No,80,532,80,0,1,3,0,120,21,1,126,22,0,0,45,32,1-Highest,Other,Professional,No
463,Yes,55,389,45,13,0,4,0,243,8,1,90,117,0,1,51,34,1-Highest,Other,Professional,Yes
464,No,81,600,48,92,2,5,2,262,4,1,74,19,0,0,47,36,1-Highest,Suburban,Other,Yes
465,No,46,607,45,3,0,1,0,251,20,12,130,37,0,0,49,52,4-Medium,Suburban,Other,No
466,No,90,760,95,20,0,5,0,276,63,41,368,40,0,3,51,50,1-Highest,Other,Professional,Unknown
467,No,40,78,50,0,0,0,0,0,0,0,0,0,0,0,45,66,4-Medium,Rural,Other,No
468,No,32,144,30,6,0,0,0,4,1,0,24,19,0,0,47,32,1-Highest,Other,Other,Yes
469,Yes,99,730,60,146,0,4,0,9,3,0,177,21,0,0,49,52,2-High,Rural,Other,No
470,No,74,392,50,10,0,3,0,12,4,0,116,33,0,3,47,40,3-Good,Other,Other,Unknown
471,No,32,124,30,4,0,3,0,15,11,0,36,20,0,0,45,54,5-Low,Other,Other,No
472,No,131,238,12,134,0,1,0,8,18,2,79,49,0,1,45,44,1-Highest,Suburban,Other,Yes
473,Yes,37,295,30,11,0,7,0,65,21,3,73,20,0,1,47,30,1-Highest,Other,Other,No
474,No,30,28,40,0,0,0,0,4,2,0,6,4,0,0,51,44,1-Highest,Rural,Other,Unknown
475,No,73,611,64,18,0,5,0,248,19,7,68,54,0,0,49,38,1-Highest,Town,Professional,No
476,No,66,368,60,0,4,6,0,30,21,2,82,38,0,0,51,56,1-Highest,Suburban,Self,Yes
477,No,35,623,45,0,0,4,3,17,24,2,36,36,0,0,49,47,3-Good,Other,Other,Unknown
478,No,218,1428,120,234,4,31,0,169,230,20,426,147,0,0,49,26,3-Good,Other,Other,No
479,No,144,2509,59,314,1,4,5,1489,213,193,1025,537,0,58,51,49,5-Low,Suburban,Other,Unknown
480,No,60,83,25,52,0,2,1,8,3,0,39,6,0,0,45,46,1-Highest,Suburban,Clerical,Yes
481,No,73,626,50,47,0,7,1,293,11,8,104,69,0,9,45,32,3-Good,Other,Other,Yes
482,Yes,11,1,11,0,0,0,0,0,0,0,1,0,0,0,45,58,2-High,Suburban,Professional,No
483,No,127,934,67,150,0,8,14,234,12,0,187,137,0,4,47,53,5-Low,Suburban,Other,Unknown
484,No,46,167,45,0,0,0,1,65,13,0,29,6,0,0,47,30,4-Medium,Other,Other,Unknown
485,No,61,586,50,32,0,29,3,97,45,19,212,108,0,0,45,55,1-Highest,Other,Other,Unknown
486,No,10,24,10,0,0,0,0,0,0,0,4,2,0,0,45,58,1-Highest,Suburban,Professional,Yes
487,No,50,311,50,0,0,5,0,71,54,13,101,59,0,0,45,30,1-Highest,Suburban,Other,Unknown
488,No,98,1152,90,0,0,5,0,166,63,6,185,175,0,2,49,58,1-Highest,Other,Other,Unknown
489,No,30,39,30,0,0,0,0,0,0,0,6,5,0,0,51,46,3-Good,Suburban,Other,Yes
490,No,105,815,70,44,17,13,0,316,29,9,144,95,0,0,45,36,1-Highest,Other,Self,No
491,No,222,1563,64,359,0,31,19,261,51,5,276,597,0,14,45,70,3-Good,Other,Other,No
492,No,83,785,75,0,0,0,0,0,0,0,0,0,0,0,45,38,1-Highest,Suburban,Professional,No
493,Yes,60,0,60,0,0,0,0,0,0,0,0,0,0,0,49,56,3-Good,Suburban,Other,Unknown
494,No,208,3626,105,817,0,0,0,0,0,0,0,0,0,0,47,30,1-Highest,Other,Other,No
495,Yes,66,490,55,2,0,0,1,162,19,1,118,88,0,0,47,44,1-Highest,Other,Professional,No
496,No,127,1179,70,178,2,7,0,261,76,35,270,96,0,13,51,40,1-Highest,Other,Other,No
497,No,31,70,30,0,1,1,0,21,4,0,12,5,0,0,45,44,1-Highest,Other,Professional,No
498,No,120,1298,41,101,3,36,5,376,90,41,218,419,0,9,49,28,4-Medium,Other,Other,Unknown
499,No,35,892,45,0,0,8,3,208,8,2,100,98,0,2,49,52,1-Highest,Suburban,Other,Yes
500,Yes,39,0,50,0,0,0,0,0,0,0,0,0,0,0,51,32,4-Medium,Other,Other,No
501,No,191,615,50,63,0,7,9,60,34,7,130,134,0,0,47,22,3-Good,Suburban,Crafts,No
502,No,36,944,45,4,0,5,6,11,4,0,49,28,0,0,51,50,1-Highest,Suburban,Professional,Yes
503,No,80,1288,75,26,0,31,5,455,70,15,541,69,0,0,51,44,3-Good,Other,Professional,Yes
504,No,85,881,75,14,0,5,6,263,36,1,274,12,0,1,49,42,1-Highest,Other,Professional,Yes
505,Yes,74,648,70,1,0,52,0,111,65,22,89,147,0,2,47,58,6-VeryLow,Town,Professional,Yes
506,No,150,817,40,285,0,7,0,85,28,7,175,105,0,4,47,44,1-Highest,Other,Other,Yes
507,No,75,274,75,0,0,1,0,63,25,13,50,82,0,0,45,46,3-Good,Other,Professional,Yes
508,No,29,107,40,0,0,2,0,1,2,0,35,21,0,0,47,34,1-Highest,Suburban,Professional,No
509,Yes,143,1996,75,253,0,17,1,440,111,14,354,193,0,0,49,34,1-Highest,Suburban,Other,Unknown
510,No,31,122,17,40,0,2,0,0,0,0,25,12,0,0,45,56,1-Highest,Other,Other,Yes
